Tipo de inmueble,Precio (admin_included),Estrato,Baños,Habitaciones,Parqueaderos,Area,Area Privada,Piso,Antiguedad,Precio_por_m2,Bedroom_Bath_Ratio,Size_Category_Small,Size_Category_Medium,Size_Category_Large,Size_Category_Huge,Cluster,Market_Segment
Apartamento,3360000.0,4.0,2.0,3.0,1.0,78.0,78.0,4.0,16 a 30 años,43076.92307692308,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,900000.0,4.0,1.0,1.0,0.0,14.0,14.0,0.0,9 a 15 años,64285.71428571428,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1650000.0,3.0,1.0,1.0,0.0,33.0,33.0,7.0,1 a 8 años,50000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3600000.0,4.0,3.0,4.0,2.0,144.0,144.0,9.0,9 a 15 años,25000.0,1.3333333333333333,False,False,True,False,1,Budget Compact Properties
Casa,6500000.0,3.0,4.0,4.0,4.0,260.0,22.0,0.0,más de 30 años,25000.0,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,2350000.0,4.0,1.0,2.0,1.0,64.0,64.0,0.0,más de 30 años,36718.75,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,28.0,25.0,1.0,1 a 8 años,42857.142857142855,1.0,False,False,False,False,1,Budget Compact Properties
Casa,15000000.0,3.0,8.0,18.0,7.0,610.0,608.0,0.0,16 a 30 años,24590.16393442623,2.25,False,False,False,True,0,Premium Spacious Properties
Apartamento,500000.0,4.0,1.0,1.0,0.0,9.0,9.0,1.0,16 a 30 años,55555.555555555555,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,530000.0,4.0,1.0,1.0,0.0,1.0,22.0,1.0,más de 30 años,530000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,1.0,3.0,1.0,70.0,22.0,2.0,16 a 30 años,35714.28571428572,3.0,False,True,False,False,1,Budget Compact Properties
Apartamento,4800000.0,5.0,3.0,3.0,2.0,150.0,141.0,5.0,más de 30 años,32000.0,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,3.0,2.0,65.0,65.0,0.0,16 a 30 años,53846.153846153844,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,460000.0,4.0,2.0,4.0,0.0,9.0,9.0,2.0,16 a 30 años,51111.11111111111,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2100000.0,4.0,2.0,2.0,1.0,92.0,80.0,2.0,16 a 30 años,22826.08695652174,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,650000.0,3.0,2.0,1.0,0.0,10.0,10.0,2.0,más de 30 años,65000.0,0.5,False,False,False,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,2.0,1.0,1.0,48.0,48.0,0.0,1 a 8 años,41666.666666666664,0.5,True,False,False,False,1,Budget Compact Properties
Casa,6955000.0,4.0,5.0,6.0,3.0,360.0,300.0,2.0,9 a 15 años,19319.444444444445,1.2,False,False,True,False,0,Premium Spacious Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,50.0,45.0,2.0,más de 30 años,24000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1470000.0,5.0,1.0,1.0,0.0,20.0,20.0,0.0,más de 30 años,73500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,480000.0,4.0,7.0,2.0,0.0,170.0,7.0,1.0,16 a 30 años,2823.529411764706,0.2857142857142857,False,False,True,False,1,Budget Compact Properties
Apartamento,2690000.0,1.0,1.0,1.0,0.0,40.0,36.0,0.0,menor a 1 año,67250.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,0.0,1.0,0.0,35.0,22.0,0.0,más de 30 años,42857.142857142855,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,20.0,18.0,11.0,menor a 1 año,65000.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,10500000.0,4.0,6.0,6.0,3.0,485.0,485.0,0.0,1 a 8 años,21649.484536082473,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1800000.0,3.0,1.0,1.0,0.0,30.0,30.0,11.0,más de 30 años,60000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,4.0,2.0,1.0,0.0,40.0,40.0,3.0,más de 30 años,17500.0,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,3000000.0,5.0,2.0,2.0,1.0,86.0,86.0,5.0,más de 30 años,34883.72093023256,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2200000.0,4.0,1.0,1.0,1.0,37.0,34.0,6.0,1 a 8 años,59459.45945945946,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,650000.0,4.0,2.0,2.0,0.0,250.0,10.0,2.0,16 a 30 años,2600.0,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1407000.0,3.0,1.0,1.0,0.0,28.0,28.0,0.0,1 a 8 años,50250.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,4.0,2.0,2.0,1.0,94.0,70.0,1.0,más de 30 años,23404.255319148935,1.0,False,True,False,False,1,Budget Compact Properties
Casa,4900000.0,4.0,5.0,5.0,2.0,244.0,244.0,3.0,16 a 30 años,20081.967213114753,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1500000.0,3.0,1.0,2.0,0.0,40.0,38.0,2.0,16 a 30 años,37500.0,2.0,True,False,False,False,1,Budget Compact Properties
Casa,650000.0,4.0,3.0,4.0,0.0,12.0,22.0,3.0,16 a 30 años,54166.666666666664,1.3333333333333333,False,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,3.0,1.0,1.0,0.0,35.0,32.0,4.0,más de 30 años,48571.42857142857,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,590000.0,4.0,2.0,2.0,0.0,12.0,680.0,2.0,más de 30 años,49166.666666666664,1.0,False,False,False,False,0,Premium Spacious Properties
Casa,6500000.0,4.0,3.0,4.0,1.0,680.0,22.0,0.0,16 a 30 años,9558.823529411764,1.3333333333333333,False,False,False,True,0,Premium Spacious Properties
Apartamento,3050000.0,4.0,3.0,3.0,1.0,96.0,90.0,6.0,16 a 30 años,31770.833333333332,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,2.0,3.0,1.0,150.0,150.0,0.0,16 a 30 años,22000.0,1.5,False,False,True,False,1,Budget Compact Properties
Apartamento,1550000.0,3.0,1.0,1.0,0.0,23.0,19.0,5.0,menor a 1 año,67391.30434782608,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1250000.0,4.0,1.0,1.0,0.0,22.0,22.0,0.0,9 a 15 años,56818.181818181816,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,3.0,1.0,1.0,0.0,23.0,21.0,4.0,1 a 8 años,95652.17391304347,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,600000.0,4.0,1.0,1.0,0.0,2.2,2.2,2.0,16 a 30 años,272727.2727272727,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,4.0,1.0,1.0,0.0,38.0,38.0,1.0,9 a 15 años,42105.26315789474,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,40.0,40.0,3.0,1 a 8 años,32500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,800000.0,3.0,1.0,1.0,0.0,26.0,26.0,3.0,16 a 30 años,30769.23076923077,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3000000.0,4.0,1.0,2.0,1.0,53.0,53.0,2.0,9 a 15 años,56603.77358490566,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,850000.0,5.0,0.0,1.0,0.0,55.0,55.0,2.0,9 a 15 años,15454.545454545454,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,980000.0,4.0,1.0,1.0,0.0,22.0,22.0,1.0,1 a 8 años,44545.454545454544,1.0,False,False,False,False,1,Budget Compact Properties
Casa,7700000.0,3.0,4.0,8.0,1.0,600.0,600.0,2.0,más de 30 años,12833.333333333334,2.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1800000.0,4.0,1.0,1.0,1.0,40.0,38.0,2.0,1 a 8 años,45000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1980000.0,4.0,1.0,1.0,0.0,32.0,32.0,18.0,1 a 8 años,61875.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,6000000.0,3.0,6.0,17.0,1.0,450.0,450.0,0.0,16 a 30 años,13333.333333333334,2.8333333333333335,False,False,True,False,0,Premium Spacious Properties
Apartamento,1200000.0,3.0,1.0,1.0,10.0,26.0,22.0,4.0,9 a 15 años,46153.846153846156,1.0,False,False,False,False,1,Budget Compact Properties
Casa,4800000.0,4.0,6.0,5.0,2.0,300.0,300.0,6.0,16 a 30 años,16000.0,0.8333333333333334,False,False,True,False,0,Premium Spacious Properties
Apartamento,3300000.0,5.0,2.0,2.0,1.0,65.0,65.0,4.0,1 a 8 años,50769.230769230766,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2501000.0,5.0,2.0,3.0,1.0,105.0,105.0,0.0,16 a 30 años,23819.04761904762,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,977000.0,4.0,2.0,2.0,0.0,6.0,6.0,12.0,1 a 8 años,162833.33333333334,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,1.0,1.0,0.0,31.0,31.0,0.0,menor a 1 año,112903.2258064516,1.0,True,False,False,False,1,Budget Compact Properties
Casa,6500000.0,4.0,4.0,4.0,1.0,304.0,304.0,2.0,más de 30 años,21381.57894736842,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,500000.0,4.0,0.0,1.0,0.0,250.0,12.0,0.0,más de 30 años,2000.0,2.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1926000.0,3.0,1.0,1.0,0.0,31.0,31.0,2.0,1 a 8 años,62129.032258064515,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2050000.0,4.0,1.0,1.0,0.0,25.0,25.0,7.0,1 a 8 años,82000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1450000.0,4.0,1.0,1.0,0.0,27.0,27.0,4.0,1 a 8 años,53703.7037037037,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,1.0,1.0,1.0,43.0,43.0,4.0,16 a 30 años,46511.62790697674,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1250000.0,4.0,1.0,1.0,0.0,40.0,40.0,2.0,1 a 8 años,31250.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3433000.0,4.0,3.0,2.0,1.0,140.0,22.0,4.0,más de 30 años,24521.428571428572,0.6666666666666666,False,False,True,False,1,Budget Compact Properties
Apartamento,1180000.0,4.0,6.0,6.0,3.0,12.0,12.0,2.0,1 a 8 años,98333.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,60.0,22.0,6.0,16 a 30 años,58333.333333333336,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1100000.0,4.0,1.0,1.0,0.0,40.0,40.0,2.0,9 a 15 años,27500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2000000.0,3.0,1.0,1.0,0.0,25.0,25.0,4.0,menor a 1 año,80000.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,6500000.0,4.0,6.0,5.0,3.0,430.0,430.0,2.0,más de 30 años,15116.279069767443,0.8333333333333334,False,False,True,False,0,Premium Spacious Properties
Casa,5800000.0,5.0,5.0,5.0,2.0,376.0,367.0,3.0,más de 30 años,15425.531914893618,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1800000.0,4.0,1.0,1.0,2.0,51.0,51.0,0.0,16 a 30 años,35294.117647058825,1.0,True,False,False,False,1,Budget Compact Properties
Casa,4900000.0,3.0,4.0,6.0,1.0,19.0,19.0,0.0,16 a 30 años,257894.73684210525,1.5,False,False,False,False,1,Budget Compact Properties
Apartamento,1380000.0,4.0,1.0,1.0,0.0,20.0,20.0,11.0,menor a 1 año,69000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4800000.0,4.0,4.0,3.0,1.0,166.0,166.0,6.0,más de 30 años,28915.66265060241,0.75,False,False,True,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,1.0,1.0,0.0,36.0,22.0,4.0,16 a 30 años,69444.44444444444,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,2.0,2.0,2.0,60.0,22.0,4.0,1 a 8 años,55000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,990000.0,3.0,1.0,1.0,0.0,40.0,40.0,1.0,16 a 30 años,24750.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,999000.0,4.0,1.0,1.0,0.0,18.0,22.0,0.0,1 a 8 años,55500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,1.0,1.0,0.0,31.0,31.0,0.0,menor a 1 año,112903.2258064516,1.0,True,False,False,False,1,Budget Compact Properties
Casa,6000000.0,4.0,4.0,5.0,3.0,220.0,220.0,0.0,más de 30 años,27272.727272727272,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,2700000.0,4.0,2.0,3.0,0.0,75.0,22.0,1.0,más de 30 años,36000.0,1.5,False,True,False,False,1,Budget Compact Properties
Casa,5000000.0,3.0,2.0,6.0,0.0,305.0,305.0,0.0,más de 30 años,16393.44262295082,3.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,3300000.0,3.0,2.0,3.0,1.0,116.0,116.0,0.0,más de 30 años,28448.275862068964,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,2.0,2.0,1.0,62.0,62.0,0.0,9 a 15 años,41935.48387096774,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,38.0,22.0,3.0,más de 30 años,47368.42105263158,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2850000.0,4.0,2.0,2.0,1.0,86.0,86.0,0.0,más de 30 años,33139.53488372093,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,5000000.0,5.0,3.0,4.0,3.0,113.0,113.0,0.0,1 a 8 años,44247.78761061947,1.3333333333333333,False,True,False,False,1,Budget Compact Properties
Apartamento,3400000.0,4.0,2.0,3.0,1.0,130.0,22.0,2.0,más de 30 años,26153.846153846152,1.5,False,False,True,False,1,Budget Compact Properties
Apartamento,3556300.0,5.0,2.0,2.0,1.0,73.0,22.0,2.0,9 a 15 años,48716.438356164384,1.0,False,True,False,False,1,Budget Compact Properties
Casa,4500000.0,4.0,3.0,3.0,3.0,190.0,22.0,0.0,más de 30 años,23684.21052631579,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,850000.0,4.0,1.0,1.0,0.0,20.0,20.0,0.0,menor a 1 año,42500.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,3600000.0,4.0,3.0,3.0,0.0,166.0,166.0,0.0,más de 30 años,21686.746987951807,1.0,False,False,True,False,1,Budget Compact Properties
Casa,10000000.0,4.0,4.0,8.0,2.0,620.0,263.0,3.0,16 a 30 años,16129.032258064517,2.0,False,False,False,True,0,Premium Spacious Properties
Casa,5000000.0,4.0,4.0,4.0,4.0,368.0,368.0,0.0,más de 30 años,13586.95652173913,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,7800000.0,4.0,4.0,4.0,3.0,450.0,450.0,2.0,16 a 30 años,17333.333333333332,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,2500000.0,4.0,2.0,1.0,1.0,49.0,49.0,3.0,1 a 8 años,51020.4081632653,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,2700000.0,4.0,2.0,1.0,1.0,45.0,42.0,2.0,1 a 8 años,60000.0,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,1430000.0,3.0,1.0,2.0,0.0,50.0,45.0,1.0,16 a 30 años,28600.0,2.0,True,False,False,False,1,Budget Compact Properties
Casa,13000000.0,4.0,6.0,14.0,5.0,321.0,321.0,0.0,más de 30 años,40498.442367601245,2.3333333333333335,False,False,True,False,0,Premium Spacious Properties
Apartamento,1400000.0,3.0,1.0,1.0,1.0,35.0,32.0,4.0,16 a 30 años,40000.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,60000000.0,4.0,10.0,14.0,10.0,2.0,22.0,0.0,más de 30 años,30000000.0,1.4,False,False,False,False,0,Premium Spacious Properties
Apartamento,590000.0,4.0,1.0,1.0,0.0,9.0,22.0,4.0,más de 30 años,65555.55555555556,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,780000.0,4.0,1.0,1.0,0.0,16.0,16.0,2.0,más de 30 años,48750.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,4500000.0,3.0,3.0,4.0,1.0,222.0,222.0,0.0,más de 30 años,20270.27027027027,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,550000.0,4.0,0.0,1.0,0.0,25.0,22.0,0.0,16 a 30 años,22000.0,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,4.0,1.0,1.0,0.0,32.0,32.0,5.0,1 a 8 años,59375.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,800000.0,4.0,1.0,1.0,0.0,7.0,7.0,0.0,más de 30 años,114285.71428571429,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1190000.0,3.0,1.0,1.0,1.0,38.0,38.0,2.0,9 a 15 años,31315.78947368421,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,22.0,22.0,0.0,1 a 8 años,81818.18181818182,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,2.0,2.0,0.0,70.0,70.0,0.0,16 a 30 años,37142.857142857145,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2250001.0,3.0,2.0,3.0,1.0,112.0,112.0,3.0,más de 30 años,20089.29464285714,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,4.0,1.0,1.0,0.0,31.52,31.52,0.0,1 a 8 años,58692.89340101523,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3600000.0,4.0,2.0,3.0,1.0,100.0,100.0,0.0,16 a 30 años,36000.0,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,490000.0,5.0,5.0,3.0,0.0,10.0,10.0,0.0,16 a 30 años,49000.0,0.6,False,False,False,False,1,Budget Compact Properties
Apartamento,3700000.0,4.0,2.0,2.0,1.0,66.0,66.0,6.0,menor a 1 año,56060.606060606064,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,29.0,27.0,2.0,más de 30 años,62068.96551724138,1.0,False,False,False,False,1,Budget Compact Properties
Casa,13500000.0,4.0,4.0,4.0,1.0,600.0,580.0,2.0,más de 30 años,22500.0,1.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1600000.0,4.0,1.0,1.0,1.0,27.0,27.0,1.0,1 a 8 años,59259.25925925926,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,4.0,2.0,3.0,0.0,80.0,10.0,1.0,9 a 15 años,8750.0,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,3500000.0,5.0,3.0,3.0,2.0,100.0,100.0,4.0,16 a 30 años,35000.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,3.0,1.0,1.0,0.0,17.0,22.0,5.0,menor a 1 año,108823.5294117647,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,2.0,2.0,1.0,60.0,60.0,0.0,menor a 1 año,55000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1210000.0,4.0,1.0,1.0,0.0,25.0,25.0,4.0,1 a 8 años,48400.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1650000.0,3.0,1.0,1.0,0.0,17.0,22.0,8.0,menor a 1 año,97058.82352941176,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3170000.0,4.0,2.0,2.0,1.0,75.0,70.0,3.0,1 a 8 años,42266.666666666664,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,30.0,22.0,0.0,más de 30 años,40000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2900000.0,4.0,2.0,3.0,1.0,96.0,22.0,1.0,16 a 30 años,30208.333333333332,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,2.0,3.0,1.0,81.5,77.5,1.0,16 a 30 años,30674.84662576687,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1500000.0,3.0,1.0,1.0,0.0,17.0,17.0,7.0,menor a 1 año,88235.29411764706,1.0,False,False,False,False,1,Budget Compact Properties
Casa,25000000.0,4.0,5.0,5.0,4.0,700.0,500.0,0.0,más de 30 años,35714.28571428572,1.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,2100000.0,4.0,1.0,1.0,1.0,40.0,40.0,4.0,menor a 1 año,52500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,3.0,2.0,4.0,0.0,75.0,14.0,2.0,16 a 30 años,9333.333333333334,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,27.0,22.0,2.0,9 a 15 años,44444.444444444445,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1960000.0,4.0,1.0,1.0,1.0,58.0,58.0,0.0,16 a 30 años,33793.10344827586,1.0,True,False,False,False,1,Budget Compact Properties
Casa,5000000.0,4.0,3.0,4.0,2.0,320.0,280.0,0.0,más de 30 años,15625.0,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,1900000.0,3.0,4.0,3.0,1.0,92.0,22.0,0.0,más de 30 años,20652.17391304348,0.75,False,True,False,False,1,Budget Compact Properties
Apartamento,18500000.0,4.0,2.0,4.0,0.0,100.0,100.0,2.0,16 a 30 años,185000.0,2.0,False,True,False,False,1,Budget Compact Properties
Casa,20000000.0,4.0,2.0,6.0,4.0,780.0,760.0,2.0,más de 30 años,25641.02564102564,3.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1800000.0,5.0,1.0,1.0,0.0,25.0,20.0,3.0,1 a 8 años,72000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1150000.0,4.0,1.0,1.0,0.0,28.0,22.0,1.0,más de 30 años,41071.42857142857,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2050000.0,4.0,1.0,1.0,0.0,25.0,25.0,0.0,9 a 15 años,82000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1130000.0,3.0,1.0,1.0,0.0,25.0,25.0,1.0,9 a 15 años,45200.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,670000.0,4.0,1.0,1.0,0.0,5.0,5.0,3.0,más de 30 años,134000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2416000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,1 a 8 años,80533.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,3.0,1.0,1.0,0.0,45.0,45.0,0.0,16 a 30 años,37777.77777777778,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,5.0,3.0,4.0,2.0,140.0,140.0,0.0,más de 30 años,25000.0,1.3333333333333333,False,False,True,False,1,Budget Compact Properties
Apartamento,4350000.0,4.0,2.0,3.0,1.0,90.0,90.0,4.0,9 a 15 años,48333.333333333336,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2730000.0,4.0,3.0,3.0,1.0,98.0,98.0,0.0,más de 30 años,27857.14285714286,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,3.0,3.0,1.0,90.0,22.0,9.0,9 a 15 años,36666.666666666664,1.0,False,True,False,False,1,Budget Compact Properties
Casa,4720000.0,4.0,4.0,5.0,1.0,180.0,180.0,0.0,16 a 30 años,26222.222222222223,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,950000.0,3.0,2.0,3.0,0.0,50.0,50.0,0.0,9 a 15 años,19000.0,1.5,True,False,False,False,1,Budget Compact Properties
Apartamento,940000.0,4.0,0.0,1.0,0.0,140.0,12.0,0.0,más de 30 años,6714.285714285715,2.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,40.0,35.0,0.0,16 a 30 años,37500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,810000.0,4.0,1.0,1.0,0.0,10.0,22.0,0.0,más de 30 años,81000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,60.0,60.0,0.0,menor a 1 año,58333.333333333336,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,550000.0,4.0,1.0,1.0,0.0,20.0,12.0,2.0,más de 30 años,27500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,3.0,1.0,65.0,65.0,4.0,9 a 15 años,53846.153846153844,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,1.0,17.0,17.0,0.0,menor a 1 año,76470.58823529411,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1987300.0,4.0,1.0,2.0,1.0,40.0,22.0,0.0,más de 30 años,49682.5,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,28.0,28.0,0.0,9 a 15 años,53571.42857142857,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,3.0,1.0,1.0,0.0,31.0,31.0,1.0,1 a 8 años,48387.096774193546,1.0,True,False,False,False,1,Budget Compact Properties
Casa,16000000.0,4.0,8.0,12.0,3.0,561.0,561.0,2.0,más de 30 años,28520.499108734402,1.5,False,False,False,True,0,Premium Spacious Properties
Casa,5100000.0,4.0,5.0,6.0,3.0,280.0,280.0,0.0,más de 30 años,18214.285714285714,1.2,False,False,True,False,0,Premium Spacious Properties
Apartamento,3670700.0,4.0,2.0,3.0,1.0,86.0,86.0,2.0,1 a 8 años,42682.558139534885,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,850000.0,4.0,2.0,2.0,0.0,12.0,22.0,2.0,16 a 30 años,70833.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,1.0,1.0,1.0,37.0,34.0,6.0,1 a 8 años,67567.56756756757,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,4.0,1.0,1.0,0.0,32.0,32.0,5.0,1 a 8 años,59375.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,7000000.0,4.0,2.0,2.0,0.0,265.0,22.0,2.0,más de 30 años,26415.094339622643,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,1 a 8 años,60000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1050000.0,3.0,1.0,1.0,0.0,20.0,20.0,8.0,más de 30 años,52500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,5.0,0.0,1.0,0.0,7.0,7.0,0.0,más de 30 años,100000.0,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1250000.0,4.0,1.0,1.0,0.0,25.0,25.0,2.0,1 a 8 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
