Tipo de inmueble,Precio (admin_included),Estrato,Baños,Habitaciones,Parqueaderos,Area,Area Privada,Piso,Antiguedad,Precio_por_m2,Bedroom_Bath_Ratio,Size_Category_Small,Size_Category_Medium,Size_Category_Large,Size_Category_Huge,Cluster,Market_Segment
Apartamento,2500000.0,3.0,3.0,4.0,1.0,100.0,97.0,3.0,16 a 30 años,25000.0,1.3333333333333333,False,True,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,1.0,1.0,0.0,46.0,46.0,2.0,1 a 8 años,56521.739130434784,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,980000.0,3.0,1.0,1.0,0.0,25.0,25.0,2.0,1 a 8 años,39200.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,4.0,1.0,1.0,0.0,16.0,16.0,3.0,1 a 8 años,100000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2700000.0,4.0,2.0,1.0,1.0,41.0,41.0,0.0,menor a 1 año,65853.65853658537,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,4500000.0,4.0,2.0,3.0,1.0,165.0,165.0,0.0,más de 30 años,27272.727272727272,1.5,False,False,True,False,1,Budget Compact Properties
Apartamento,1700000.0,4.0,1.0,1.0,0.0,32.0,32.0,2.0,menor a 1 año,53125.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,3.0,1.0,1.0,1.0,25.0,23.0,6.0,menor a 1 año,76000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2350000.0,4.0,1.0,2.0,0.0,72.0,64.0,3.0,16 a 30 años,32638.88888888889,2.0,False,True,False,False,1,Budget Compact Properties
Casa,8000000.0,6.0,3.0,1.0,5.0,450.0,22.0,1.0,más de 30 años,17777.777777777777,0.3333333333333333,False,False,True,False,1,Budget Compact Properties
Apartamento,1600000.0,4.0,1.0,1.0,0.0,30.0,30.0,1.0,más de 30 años,53333.333333333336,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,22.0,22.0,1.0,más de 30 años,68181.81818181818,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3300000.0,3.0,3.0,3.0,1.0,100.0,84.0,0.0,16 a 30 años,33000.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2700000.0,3.0,2.0,1.0,1.0,47.0,47.0,16.0,menor a 1 año,57446.8085106383,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,5.0,1.0,1.0,0.0,32.0,32.0,3.0,9 a 15 años,40625.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,6210000.0,5.0,3.0,3.0,2.0,130.0,130.0,3.0,más de 30 años,47769.230769230766,1.0,False,False,True,False,1,Budget Compact Properties
Casa,18000000.0,4.0,4.0,6.0,3.0,620.0,620.0,0.0,16 a 30 años,29032.25806451613,1.5,False,False,False,True,0,Premium Spacious Properties
Apartamento,750000.0,3.0,1.0,2.0,0.0,41.0,41.0,0.0,9 a 15 años,18292.682926829268,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1650000.0,3.0,1.0,1.0,0.0,38.0,38.0,0.0,1 a 8 años,43421.05263157895,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1260000.0,4.0,1.0,1.0,0.0,22.28,20.01,5.0,1 a 8 años,56552.96229802513,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,520000.0,4.0,0.0,1.0,0.0,5.7,22.0,0.0,9 a 15 años,91228.0701754386,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,75.0,75.0,0.0,9 a 15 años,46666.666666666664,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2100000.0,3.0,2.0,2.0,0.0,160.0,22.0,1.0,más de 30 años,13125.0,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1400000.0,3.0,1.0,1.0,0.0,26.0,24.0,4.0,1 a 8 años,53846.153846153844,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1400009.0,3.0,1.0,1.0,0.0,29.0,29.0,7.0,menor a 1 año,48276.1724137931,1.0,False,False,False,False,1,Budget Compact Properties
Casa,18000000.0,3.0,6.0,19.0,8.0,1.0,22.0,2.0,más de 30 años,18000000.0,3.1666666666666665,False,False,False,False,0,Premium Spacious Properties
Apartamento,2500000.0,4.0,2.0,4.0,1.0,77.0,75.0,5.0,9 a 15 años,32467.532467532466,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1250000.0,3.0,1.0,1.0,0.0,25.0,25.0,8.0,1 a 8 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,600000.0,4.0,1.0,1.0,0.0,12.0,12.0,0.0,9 a 15 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,7900000.0,5.0,5.0,5.0,4.0,425.0,660.0,2.0,más de 30 años,18588.235294117647,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,520000.0,5.0,5.0,1.0,0.0,10.0,10.0,1.0,16 a 30 años,52000.0,0.2,False,False,False,False,1,Budget Compact Properties
Casa,8500000.0,4.0,5.0,5.0,5.0,411.0,411.0,0.0,más de 30 años,20681.26520681265,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,3700000.0,4.0,2.0,3.0,2.0,110.0,110.0,0.0,16 a 30 años,33636.36363636364,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,120.0,20.0,1.0,más de 30 años,10000.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,62.8,62.8,14.0,menor a 1 año,55732.484076433124,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,490000.0,4.0,6.0,1.0,0.0,6.0,6.0,1.0,menor a 1 año,81666.66666666667,0.16666666666666666,False,False,False,False,1,Budget Compact Properties
Casa,8000000.0,4.0,5.0,5.0,5.0,243.0,243.0,2.0,más de 30 años,32921.81069958848,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,650000.0,3.0,2.0,1.0,0.0,110.0,22.0,2.0,más de 30 años,5909.090909090909,0.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1100000.0,4.0,1.0,1.0,0.0,21.0,22.0,3.0,1 a 8 años,52380.95238095238,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,27.0,27.0,0.0,1 a 8 años,48148.148148148146,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,5300000.0,4.0,2.0,3.0,1.0,90.0,90.0,4.0,1 a 8 años,58888.88888888889,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1400000.0,4.0,1.0,1.0,0.0,20.0,20.0,4.0,menor a 1 año,70000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,18.0,18.0,0.0,9 a 15 años,66666.66666666667,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,1.0,1.0,1.0,32.0,32.0,8.0,1 a 8 años,62500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,4.0,1.0,1.0,0.0,34.0,34.0,3.0,1 a 8 años,64705.882352941175,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,1.0,1.0,0.0,31.0,32.0,0.0,menor a 1 año,112903.2258064516,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2900000.0,4.0,1.0,2.0,1.0,53.0,53.0,3.0,1 a 8 años,54716.981132075474,2.0,True,False,False,False,1,Budget Compact Properties
Casa,11900000.0,4.0,4.0,5.0,5.0,430.0,22.0,3.0,16 a 30 años,27674.418604651164,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,2500000.0,4.0,2.0,2.0,1.0,69.0,69.0,2.0,16 a 30 años,36231.884057971016,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,1.0,1.0,0.0,42.0,42.0,3.0,9 a 15 años,61904.76190476191,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1100000.0,4.0,1.0,1.0,0.0,25.0,25.0,2.0,más de 30 años,44000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,32.0,32.0,4.0,1 a 8 años,56250.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,2.0,2.0,1.0,54.0,54.0,2.0,9 a 15 años,46296.2962962963,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,500000.0,3.0,1.0,1.0,0.0,400.0,400.0,1.0,9 a 15 años,1250.0,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1600000.0,5.0,1.0,1.0,0.0,45.0,45.0,0.0,16 a 30 años,35555.555555555555,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,3.0,1.0,1.0,0.0,35.0,22.0,2.0,menor a 1 año,45714.28571428572,1.0,True,False,False,False,1,Budget Compact Properties
Casa,8000000.0,4.0,4.0,6.0,2.0,345.0,22.0,2.0,más de 30 años,23188.405797101448,1.5,False,False,True,False,0,Premium Spacious Properties
Apartamento,600000.0,4.0,1.0,1.0,0.0,9.0,9.0,4.0,más de 30 años,66666.66666666667,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,120.0,35.0,1.0,más de 30 años,10833.333333333334,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,620000.0,5.0,6.0,1.0,0.0,6.0,22.0,2.0,menor a 1 año,103333.33333333333,0.16666666666666666,False,False,False,False,1,Budget Compact Properties
Apartamento,2003000.0,4.0,1.0,3.0,0.0,80.0,80.0,0.0,más de 30 años,25037.5,3.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3000000.0,5.0,2.0,3.0,1.0,86.0,86.0,13.0,más de 30 años,34883.72093023256,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,800000.0,4.0,1.0,1.0,0.0,16.0,16.0,0.0,más de 30 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,1200000.0,4.0,1.0,1.0,0.0,16.0,16.0,2.0,más de 30 años,75000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1100000.0,3.0,2.0,2.0,0.0,34.0,34.0,3.0,16 a 30 años,32352.941176470587,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3000000.0,5.0,2.0,3.0,1.0,105.0,105.0,0.0,16 a 30 años,28571.428571428572,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,4.0,1.0,1.0,0.0,25.0,25.0,1.0,16 a 30 años,74000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,4.0,4.0,3.0,1.0,120.0,120.0,2.0,9 a 15 años,18333.333333333332,0.75,False,True,False,False,1,Budget Compact Properties
Apartamento,2400000.0,4.0,2.0,1.0,1.0,38.0,35.0,6.0,1 a 8 años,63157.89473684211,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,2129000.0,3.0,1.0,1.0,0.0,20.0,22.0,0.0,1 a 8 años,106450.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5800000.0,4.0,5.0,5.0,2.0,244.0,244.0,3.0,9 a 15 años,23770.491803278688,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1350000.0,4.0,1.0,1.0,0.0,33.0,33.0,2.0,9 a 15 años,40909.09090909091,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,590000.0,5.0,1.0,1.0,0.0,500.0,500.0,5.0,16 a 30 años,1180.0,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,750000.0,4.0,1.0,1.0,0.0,40.0,22.0,1.0,más de 30 años,18750.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,14000000.0,3.0,1.0,1.0,0.0,510.0,22.0,2.0,16 a 30 años,27450.980392156864,1.0,False,False,False,True,1,Budget Compact Properties
Apartamento,3560000.0,4.0,2.0,2.0,1.0,76.0,76.0,4.0,más de 30 años,46842.10526315789,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1450000.0,4.0,1.0,1.0,0.0,40.0,22.0,1.0,1 a 8 años,36250.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,4900000.0,4.0,4.0,4.0,2.0,200.0,200.0,3.0,16 a 30 años,24500.0,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,20000000.0,4.0,7.0,1.0,4.0,429.0,429.0,0.0,más de 30 años,46620.04662004662,0.14285714285714285,False,False,True,False,0,Premium Spacious Properties
Apartamento,1400000.0,3.0,1.0,1.0,0.0,24.0,24.0,4.0,9 a 15 años,58333.333333333336,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,2.0,2.0,1.0,55.0,54.0,2.0,16 a 30 años,23636.363636363636,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,4.0,1.0,1.0,0.0,36.0,22.0,0.0,16 a 30 años,44444.444444444445,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2850000.0,4.0,2.0,1.0,1.0,80.0,80.0,0.0,más de 30 años,35625.0,0.5,False,True,False,False,1,Budget Compact Properties
Apartamento,950000.0,3.0,1.0,1.0,0.0,32.0,32.0,0.0,16 a 30 años,29687.5,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,350000.0,4.0,1.0,1.0,0.0,120.0,10.0,1.0,9 a 15 años,2916.6666666666665,1.0,False,True,False,False,1,Budget Compact Properties
Casa,750000.0,3.0,1.0,1.0,0.0,9.0,9.0,1.0,más de 30 años,83333.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,750000.0,4.0,1.0,1.0,0.0,20.0,20.0,0.0,9 a 15 años,37500.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,10500000.0,5.0,4.0,5.0,3.0,384.0,384.0,3.0,9 a 15 años,27343.75,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,1650000.0,4.0,1.0,1.0,0.0,20.0,22.0,0.0,más de 30 años,82500.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,7500000.0,4.0,4.0,6.0,3.0,330.0,330.0,2.0,más de 30 años,22727.272727272728,1.5,False,False,True,False,0,Premium Spacious Properties
Apartamento,2500000.0,5.0,2.0,2.0,1.0,46.0,46.0,0.0,9 a 15 años,54347.82608695652,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,600000.0,4.0,1.0,1.0,0.0,5.0,5.0,2.0,16 a 30 años,120000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,4.0,1.0,1.0,1.0,50.0,49.0,2.0,16 a 30 años,34000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,4900000.0,5.0,3.0,3.0,1.0,89.9,89.9,0.0,menor a 1 año,54505.005561735255,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1400000.0,3.0,1.0,1.0,0.0,22.0,22.0,0.0,menor a 1 año,63636.36363636364,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1750000.0,4.0,1.0,1.0,0.0,40.0,22.0,1.0,más de 30 años,43750.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,34.0,34.0,4.0,16 a 30 años,44117.64705882353,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1461000.0,4.0,1.0,1.0,0.0,34.0,22.0,0.0,9 a 15 años,42970.58823529412,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,45.0,45.0,0.0,más de 30 años,33333.333333333336,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,3.0,1.0,1.0,0.0,1.0,6.0,6.0,1 a 8 años,700000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2229000.0,3.0,1.0,1.0,0.0,25.0,22.0,0.0,1 a 8 años,89160.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2400000.0,4.0,2.0,1.0,1.0,46.0,46.0,2.0,1 a 8 años,52173.913043478264,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,1.0,1.0,0.0,42.0,42.0,3.0,9 a 15 años,61904.76190476191,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1100000.0,3.0,1.0,1.0,0.0,18.0,18.0,4.0,menor a 1 año,61111.11111111111,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,750000.0,4.0,1.0,1.0,0.0,127.0,26.0,1.0,9 a 15 años,5905.511811023622,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,2.0,2.0,1.0,60.0,60.0,0.0,menor a 1 año,55000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,630000.0,4.0,1.0,1.0,0.0,5.0,22.0,0.0,más de 30 años,126000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1360000.0,4.0,1.0,1.0,0.0,35.0,33.0,4.0,1 a 8 años,38857.142857142855,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,950000.0,4.0,1.0,1.0,0.0,19.0,19.0,0.0,menor a 1 año,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2780000.0,4.0,2.0,3.0,0.0,74.0,72.0,4.0,16 a 30 años,37567.56756756757,1.5,False,True,False,False,1,Budget Compact Properties
Casa,9000000.0,4.0,3.0,1.0,1.0,376.0,376.0,0.0,más de 30 años,23936.17021276596,0.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Casa,4000000.0,4.0,3.0,4.0,2.0,240.0,230.0,1.0,más de 30 años,16666.666666666668,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,1980000.0,4.0,1.0,1.0,0.0,25.0,20.0,2.0,menor a 1 año,79200.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,650000.0,3.0,2.0,1.0,0.0,10.0,20.0,1.0,más de 30 años,65000.0,0.5,False,False,False,False,1,Budget Compact Properties
Apartamento,1553000.0,4.0,1.0,1.0,0.0,22.0,22.0,0.0,1 a 8 años,70590.90909090909,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2155000.0,3.0,1.0,1.0,1.0,35.0,26.0,0.0,menor a 1 año,61571.42857142857,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,17.0,22.0,2.0,menor a 1 año,88235.29411764706,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,970000.0,4.0,1.0,1.0,0.0,25.0,25.0,2.0,1 a 8 años,38800.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5500000.0,3.0,10.0,12.0,0.0,600.0,350.0,4.0,9 a 15 años,9166.666666666666,1.2,False,False,False,True,0,Premium Spacious Properties
Apartamento,1200000.0,4.0,1.0,1.0,1.0,23.0,23.0,0.0,16 a 30 años,52173.913043478264,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1620000.0,4.0,1.0,1.0,0.0,26.8,26.8,5.0,1 a 8 años,60447.76119402985,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4000000.0,4.0,3.0,2.0,1.0,87.0,87.0,5.0,menor a 1 año,45977.011494252874,0.6666666666666666,False,True,False,False,1,Budget Compact Properties
Apartamento,1400000.0,4.0,1.0,1.0,1.0,38.0,38.0,3.0,16 a 30 años,36842.10526315789,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3250000.0,4.0,1.0,1.0,0.0,43.0,22.0,0.0,1 a 8 años,75581.3953488372,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,750000.0,3.0,1.0,1.0,0.0,18.0,18.0,1.0,16 a 30 años,41666.666666666664,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1874760.0,3.0,2.0,2.0,0.0,75.0,75.0,0.0,1 a 8 años,24996.8,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,750000.0,3.0,1.0,1.0,0.0,9.0,9.0,1.0,más de 30 años,83333.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3900000.0,5.0,3.0,4.0,1.0,135.0,22.0,1.0,más de 30 años,28888.88888888889,1.3333333333333333,False,False,True,False,1,Budget Compact Properties
Apartamento,400000.0,4.0,4.0,10.0,0.0,16.0,16.0,2.0,más de 30 años,25000.0,2.5,False,False,False,False,1,Budget Compact Properties
Casa,6000000.0,4.0,6.0,6.0,0.0,400.0,400.0,0.0,más de 30 años,15000.0,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,2700000.0,4.0,1.0,2.0,0.0,40.0,37.0,1.0,menor a 1 año,67500.0,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,3.0,1.0,1.0,0.0,27.0,22.0,2.0,1 a 8 años,55555.555555555555,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,40.0,40.0,2.0,16 a 30 años,37500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3700000.0,5.0,2.0,3.0,2.0,110.0,110.0,0.0,16 a 30 años,33636.36363636364,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2250000.0,4.0,2.0,2.0,0.0,69.0,22.0,2.0,más de 30 años,32608.695652173912,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,2.0,2.0,1.0,62.0,62.0,0.0,16 a 30 años,32258.064516129034,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,1.0,33.0,33.0,15.0,menor a 1 año,54545.454545454544,1.0,True,False,False,False,1,Budget Compact Properties
Casa,5500000.0,3.0,12.0,9.0,0.0,200.0,200.0,0.0,menor a 1 año,27500.0,0.75,False,False,True,False,0,Premium Spacious Properties
Apartamento,460000.0,4.0,3.0,1.0,0.0,9.0,9.0,1.0,menor a 1 año,51111.11111111111,0.3333333333333333,False,False,False,False,1,Budget Compact Properties
Casa,6700000.0,5.0,5.0,5.0,2.0,350.0,22.0,0.0,más de 30 años,19142.85714285714,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,6500000.0,4.0,6.0,6.0,4.0,390.0,380.0,0.0,16 a 30 años,16666.666666666668,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,9000000.0,4.0,4.0,5.0,1.0,240.0,240.0,0.0,más de 30 años,37500.0,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,2350000.0,5.0,2.0,2.0,1.0,49.6,46.0,4.0,9 a 15 años,47379.032258064515,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1350000.0,3.0,1.0,1.0,0.0,27.0,27.0,2.0,menor a 1 año,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,600000.0,4.0,1.0,3.0,0.0,20.0,20.0,0.0,1 a 8 años,30000.0,3.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1000000.0,4.0,1.0,1.0,0.0,16.0,16.0,1.0,1 a 8 años,62500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,4.0,2.0,2.0,0.0,58.0,58.0,0.0,16 a 30 años,29310.344827586207,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,3.0,1.0,1.0,1.0,30.0,27.0,3.0,1 a 8 años,56666.666666666664,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,800000.0,5.0,1.0,1.0,0.0,30.0,22.0,2.0,16 a 30 años,26666.666666666668,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1850000.0,4.0,1.0,1.0,1.0,42.0,22.0,5.0,1 a 8 años,44047.619047619046,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,menor a 1 año,63333.333333333336,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1159000.0,4.0,1.0,1.0,0.0,24.0,24.0,3.0,1 a 8 años,48291.666666666664,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1250000.0,4.0,1.0,1.0,0.0,33.0,33.0,6.0,más de 30 años,37878.78787878788,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1400000.0,4.0,1.0,1.0,0.0,25.5,23.0,4.0,menor a 1 año,54901.96078431373,1.0,False,False,False,False,1,Budget Compact Properties
Casa,6000000.0,4.0,3.0,4.0,1.0,273.0,273.0,2.0,más de 30 años,21978.021978021978,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,3100000.0,4.0,2.0,2.0,2.0,83.0,83.0,2.0,16 a 30 años,37349.39759036145,1.0,False,True,False,False,1,Budget Compact Properties
Casa,770000000.0,4.0,6.0,6.0,3.0,402.0,402.0,2.0,más de 30 años,1915422.8855721394,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,2400000.0,4.0,2.0,2.0,1.0,80.0,74.0,4.0,16 a 30 años,30000.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1600000.0,5.0,1.0,1.0,0.0,16.0,16.0,2.0,1 a 8 años,100000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4300000.0,4.0,3.0,3.0,1.0,90.0,90.0,0.0,menor a 1 año,47777.77777777778,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,4.0,1.0,1.0,1.0,35.0,35.0,0.0,1 a 8 años,52857.142857142855,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,3.0,1.0,1.0,0.0,37.0,22.0,6.0,más de 30 años,45945.94594594595,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3200000.0,4.0,2.0,3.0,1.0,85.0,85.0,0.0,16 a 30 años,37647.05882352941,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2300000.0,4.0,1.0,2.0,1.0,56.0,22.0,4.0,más de 30 años,41071.42857142857,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2050000.0,4.0,1.0,1.0,0.0,25.0,25.0,0.0,9 a 15 años,82000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3750000.0,5.0,3.0,3.0,1.0,110.0,110.0,0.0,16 a 30 años,34090.90909090909,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2300000.0,4.0,2.0,3.0,0.0,60.0,60.0,0.0,16 a 30 años,38333.333333333336,1.5,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,1.0,17.0,17.0,0.0,1 a 8 años,76470.58823529411,1.0,False,False,False,False,1,Budget Compact Properties
Casa,6000000.0,4.0,3.0,5.0,0.0,370.0,370.0,0.0,16 a 30 años,16216.216216216217,1.6666666666666667,False,False,True,False,0,Premium Spacious Properties
Apartamento,1870000.0,4.0,1.0,1.0,1.0,34.0,34.0,3.0,más de 30 años,55000.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,7500000.0,3.0,0.0,1.0,0.0,200.0,22.0,0.0,más de 30 años,37500.0,2.0,False,False,True,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,1.0,1.0,1.0,32.0,32.0,8.0,1 a 8 años,62500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,2.0,0.0,60.0,60.0,0.0,9 a 15 años,21666.666666666668,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3000000.0,4.0,2.0,2.0,1.0,86.0,86.0,0.0,más de 30 años,34883.72093023256,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,650000.0,4.0,1.0,1.0,0.0,19.0,19.0,2.0,más de 30 años,34210.52631578947,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,750000.0,4.0,1.0,1.0,0.0,24.0,24.0,1.0,menor a 1 año,31250.0,1.0,False,False,False,False,1,Budget Compact Properties
