location,price,habs,baños,area,tipo_inmueble,link
"La soledad, Bogotá","$651,900",2.0,1.0,41.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/191940995>"
"La soledad, Bogotá","$20,000,000",7.0,7.0,429.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</casa-en-arriendo/191977401>"
"La soledad, Bogotá","$20,000,000",,7.0,429.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</casa-en-arriendo/192014632>"
"La soledad, Bogotá","$2,000,000",2.0,2.0,62.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/11115251>"
"La soledad, Bogotá","$4,500,000",3.0,3.0,280.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</casa-en-arriendo/10845315>"
"La soledad, Bogotá","$1,100,000",1.0,1.0,25.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartaestudio-en-arriendo/11004089>"
"La soledad, Bogotá","$1,750,000",1.0,1.0,27.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192048940>"
"La soledad, Bogotá","$1,600,000",2.0,1.0,50.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192037694>"
"La soledad, Bogotá","$20,000,000",6.0,2.0,780.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</casa-en-arriendo/192049109>"
"La soledad, Bogotá","$1,600,000",1.0,1.0,30.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/191375401>"
"La soledad, Bogotá","$1,800,000",1.0,1.0,29.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartaestudio-en-arriendo/191944948>"
"La soledad, Bogotá","$4,800,000",3.0,4.0,166.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192052702>"
"La soledad, Bogotá","$2,900,000",2.0,1.0,77.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192029900>"
"La soledad, Bogotá","$3,500,000",3.0,2.0,102.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192029708>"
"La soledad, Bogotá","$1,500,000",1.0,1.0,60.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/192028639>"
"La soledad, Bogotá","$1,350,000",1.0,1.0,40.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</apartamento-en-arriendo/191958292>"
"La soledad, Bogotá","$3,600,000",3.0,3.0,166.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</casa-en-arriendo-bogota/7468248>"
"La soledad, Bogotá","$530,000",1.0,1.0,1.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina3/</habitacion-en-arriendo/191855328>"
"La soledad, Bogotá","$ 800,000",1.0,1.0,9.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/191923608"
"La soledad, Bogotá","$ 970,000",1.0,1.0,25.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/10969484"
"La soledad, Bogotá","$ 1,430,000",2.0,1.0,50.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartamento-en-arriendo/191584304"
"La soledad, Bogotá","$ 1,540,000",1.0,1.0,23.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/191055511"
"La soledad, Bogotá","$ 2,100,000",1.0,2.0,38.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartamento-en-arriendo/191228615"
"La soledad, Bogotá","$ 650,000",1.0,1.0,30.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/191703834"
"La soledad, Bogotá","$ 1,450,000",1.0,1.0,27.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/191514771"
"La soledad, Bogotá","$ 1,800,000",,1.0,22.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/10830219"
"La soledad, Bogotá","$ 780,000",1.0,1.0,16.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/7840187"
"La soledad, Bogotá","$ 6,000,000",4.0,3.0,273.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/casa-en-arriendo/10641271"
"La soledad, Bogotá","$ 650,000",1.0,1.0,19.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/191943562"
"La soledad, Bogotá","$ 3,500,000",2.0,1.0,90.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartamento-en-arriendo/191055921"
"La soledad, Bogotá","$ 2,200,000",3.0,4.0,120.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartamento-en-arriendo-bogota-la-soledad/7852196"
"La soledad, Bogotá","$ 980,000",1.0,1.0,22.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/7810292"
"La soledad, Bogotá","$ 900,000",1.0,1.0,22.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartamento-en-arriendo/10988957"
"La soledad, Bogotá","$ 2,200,000",,1.0,37.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/191818579"
"La soledad, Bogotá","$ 600,000",1.0,,8.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/10981233"
"La soledad, Bogotá","$ 20,000,000",8.0,8.0,960.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/casa-en-arriendo/10877471"
"La soledad, Bogotá","$ 4,900,000",4.0,4.0,200.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/casa-en-arriendo/10977369"
"La soledad, Bogotá","$ 1,100,000",1.0,1.0,28.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/apartaestudio-en-arriendo/191093714"
"La soledad, Bogotá","$ 500,000",1.0,,12.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina4/habitacion-en-arriendo/191643904"
"La soledad, Bogotá","$ 6,500,000",5.0,4.0,240.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</casa-en-arriendo/191907178>"
"La soledad, Bogotá","$ 1,350,000",1.0,1.0,33.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartamento-en-arriendo/10955920>"
"La soledad, Bogotá","$ 1,350,000",1.0,1.0,34.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191781562>"
"La soledad, Bogotá","$ 1,600,000",1.0,1.0,36.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191314972>"
"La soledad, Bogotá","$ 1,450,000",1.0,1.0,40.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191781472>"
"La soledad, Bogotá","$ 2,200,000",1.0,1.0,37.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartamento-en-arriendo/191081315>"
"La soledad, Bogotá","$ 2,100,000",1.0,1.0,40.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo-bogota-la-soledad/7844188>"
"La soledad, Bogotá","$ 850,000",2.0,2.0,12.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</habitacion-en-arriendo/191072990>"
"La soledad, Bogotá","$ 550,000",0.0,0.0,25.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</habitacion-en-arriendo/191048042>"
"La soledad, Bogotá","$ 2,600,000",1.0,1.0,42.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191827737>"
"La soledad, Bogotá","$ 2,600,000",1.0,1.0,42.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191789325>"
"La soledad, Bogotá","$ 1,436,000",1.0,2.0,60.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartaestudio-en-arriendo/191213280>"
"La soledad, Bogotá","$ 2,700,000",2.0,1.0,40.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/la-soledad/zona-chapinero/bogota/pagina5/</apartamento-en-arriendo/191563738>"
"Belalcazar, Bogotá","$ 1,070,000",1.0,1.0,24.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartaestudio-en-arriendo/5174121>"
"Belalcazar, Bogotá","$ 550,000",8.0,6.0,10.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</habitacion-en-arriendo/191973890>"
"Belalcazar, Bogotá","$ 550,000",5.0,6.0,10.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</habitacion-en-arriendo/191973864>"
"Belalcazar, Bogotá","$ 1,800,000",1.0,1.0,32.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartaestudio-en-arriendo/191832382>"
"Belalcazar, Bogotá","$ 2,500,000",2.0,1.0,53.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191710672>"
"Belalcazar, Bogotá","$ 2,200,000",1.0,1.0,44.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191544785>"
"Belalcazar, Bogotá","$ 2,350,000",2.0,1.0,53.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/192033847>"
"Belalcazar, Bogotá","$ 1,400,000",1.0,1.0,20.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/192009522>"
"Belalcazar, Bogotá","$ 1,180,000",1.0,1.0,34.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartaestudio-en-arriendo/192006937>"
"Belalcazar, Bogotá","$ 4,720,000",5.0,4.0,180.0,Casa en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</casa-en-arriendo/191729618>"
"Belalcazar, Bogotá","$ 2,350,000",2.0,1.0,64.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191858281>"
"Belalcazar, Bogotá","$ 3,300,000",3.0,2.0,150.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191898950>"
"Belalcazar, Bogotá","$ 3,193,000",2.0,3.0,140.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191936552>"
"Belalcazar, Bogotá","$ 1,400,000",1.0,1.0,22.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191958494>"
"Belalcazar, Bogotá","$ 4,500,000",3.0,2.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/192006769>"
"Belalcazar, Bogotá","$ 2,350,000",2.0,1.0,72.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191971955>"
"Belalcazar, Bogotá","$ 3,500,000",3.0,2.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191711323>"
"Belalcazar, Bogotá","$ 1,650,000",1.0,1.0,20.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/192014306>"
"Belalcazar, Bogotá","$ 2,300,000",3.0,1.0,72.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/191875375>"
"Belalcazar, Bogotá","$ 5,000,000",4.0,3.0,320.0,Casa en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</casa-en-arriendo/191583854>"
"Belalcazar, Bogotá","$ 7,000,000",1.0,1.0,80.0,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/</apartamento-en-arriendo/11109873>"
"Belalcazar, Bogotá","$ 1,650,000",1.0,1.0,20.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/192014403>"
"Belalcazar, Bogotá","$ 2,200,000",1.0,1.0,67.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191378976>"
"Belalcazar, Bogotá","$ 1,500,000",1.0,1.0,40.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191895543>"
"Belalcazar, Bogotá","$ 2,550,000",3.0,3.0,98.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/191943297>"
"Belalcazar, Bogotá","$ 1,300,000",1.0,2.0,40.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191983487>"
"Belalcazar, Bogotá","$ 1,650,000",1.0,1.0,20.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/192014400>"
"Belalcazar, Bogotá","$ 1,550,000",1.0,1.0,23.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191979901>"
"Belalcazar, Bogotá","$ 1,600,000",1.0,1.0,30.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/191375401>"
"Belalcazar, Bogotá","$ 1,350,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/10777948>"
"Belalcazar, Bogotá","$ 650,000",2.0,2.0,10.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</habitacion-en-arriendo/191216455>"
"Belalcazar, Bogotá","$ 800,000",1.0,1.0,26.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</habitacion-en-arriendo/191838884>"
"Belalcazar, Bogotá","$ 6,000,000",4.0,3.0,273.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</casa-en-arriendo/10641271>"
"Belalcazar, Bogotá","$ 1,300,000",1.0,1.0,20.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/191097783>"
"Belalcazar, Bogotá","$ 1,200,000",1.0,1.0,35.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191781454>"
"Belalcazar, Bogotá","$ 1,926,000",1.0,1.0,32.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/191352555>"
"Belalcazar, Bogotá","$ 1,926,000",1.0,1.0,31.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/10006076>"
"Belalcazar, Bogotá","$ 1,950,000",1.0,1.0,45.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo/192046230>"
"Belalcazar, Bogotá","$ 1,550,000",1.0,1.0,55.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartaestudio-en-arriendo/191701958>"
"Belalcazar, Bogotá","$ 460,000",1.0,3.0,9.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</apartamento-en-arriendo-bogota-san-diego/7724665>"
"Belalcazar, Bogotá","$ 350,000",1.0,1.0,120.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</habitacion-en-arriendo/191379590>"
"Belalcazar, Bogotá","$ 1,000,000",1.0,1.0,16.0,Habitación,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina2/</habitacion-en-arriendo/7767965>"
"Belalcazar, Bogotá","$ 1,200,000",1.0,1.0,36.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/apartaestudio-en-arriendo/191781581"
"Belalcazar, Bogotá","$ 1,350,000",1.0,1.0,34.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/apartaestudio-en-arriendo/191781562"
"Belalcazar, Bogotá","$ 1,450,000",1.0,1.0,40.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/apartaestudio-en-arriendo/191781472"
"Belalcazar, Bogotá","$ 400,000",10.0,4.0,16.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/habitacion-en-arriendo-bogota-fbelalcazar/7788570"
"Belalcazar, Bogotá","$ 1,300,000",1.0,1.0,32.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/apartaestudio-en-arriendo/191352644"
"Belalcazar, Bogotá","$ 700,000",2.0,2.0,40.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/habitacion-en-arriendo/191276056"
"Belalcazar, Bogotá","$ 470,000",1.0,1.0,6.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/belalcazar/zona-chapinero/bogota/pagina3/habitacion-en-arriendo/191792337"
"Palermo, Bogotá","$ 1,500,000",1.0,1.0,40.0,Apartamento,"https://www,fincaraiz,com,co/apartamento-en-arriendo/192007748"
"Palermo, Bogotá","$ 4,500,000",4.0,3.0,222.0,Casa,"https://www,fincaraiz,com,co/casa-en-arriendo/192019511"
"Palermo, Bogotá","$ 6,350,000",2.0,3.0,60.0,Oficina,"https://www,fincaraiz,com,co/oficina-en-arriendo/191342165"
"Palermo, Bogotá","$ 1,980,000",1.0,1.0,25.0,Apartaestudio,"https://www,fincaraiz,com,co/apartaestudio-en-arriendo/191896764"
"Palermo, Bogotá","$ 1,300,000",1.0,1.0,27.0,Apartaestudio,"https://www,fincaraiz,com,co/apartaestudio-en-arriendo/191940089"
"Palermo, Bogotá","$ 1,350,000",1.0,1.0,24.0,Apartaestudio,"https://www,fincaraiz,com,co/apartaestudio-en-arriendo/191467738"
"Palermo, Bogotá","$ 1,070,000",1.0,1.0,24.0,Apartaestudio,"https://www,fincaraiz,com,co/apartaestudio-en-arriendo/5174121"
"Palermo, Bogotá","$ 6,950,000",5.0,4.0,229.0,Casa,"https://www,fincaraiz,com,co/casa-en-arriendo/191820008"
"Palermo, Bogotá","$ 960,000",10.0,10.0,12.0,Habitación,"https://www,fincaraiz,com,co/habitacion-en-arriendo/4932653"
"Palermo, Bogotá","$ 550,000",5.0,6.0,10.0,Habitación,"https://www,fincaraiz,com,co/habitacion-en-arriendo/191973864"
