location,price,habs,baños,area,tipo_inmueble,link
"El recuerdo, Bogotá","$ 7,800,000",4.0,4.0,450.0,Casa en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</casa-en-arriendo/192023231>"
"El recuerdo, Bogotá","$ 750,000",3.0,2.0,15.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</habitacion-en-arriendo/191958856>"
"El recuerdo, Bogotá","$ 1,500,000",1.0,1.0,17.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/191950945>"
"El recuerdo, Bogotá","$ 4,300,000",3.0,3.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/191652974>"
"El recuerdo, Bogotá","$ 2,878,000",3.0,3.0,100.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/192033222>"
"El recuerdo, Bogotá","$ 1,300,000",1.0,1.0,35.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/192058201>"
"El recuerdo, Bogotá","$ 4,300,000",3.0,3.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/191695593>"
"El recuerdo, Bogotá","$ 60,000,000",14.0,10.0,2000.0,Casa en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</casa-en-arriendo/191688625>"
"El recuerdo, Bogotá","$ 1,760,000",1.0,1.0,32.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/191827093>"
"El recuerdo, Bogotá","$ 1,400,000",1.0,1.0,32.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/191620845>"
"El recuerdo, Bogotá","$ 1,900,000",1.0,1.0,30.0,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/11061448>"
"El recuerdo, Bogotá","$ 1,700,000",1.0,1.0,45.0,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/10809672>"
"El recuerdo, Bogotá","$ 3,825,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/191379136>"
"El recuerdo, Bogotá","$ 2,000,000",1.0,1.0,31.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartamento-en-arriendo/192014893>"
"El recuerdo, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/191712314>"
"El recuerdo, Bogotá","$ 8,500,000",8.0,10.0,450.0,Casa en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</casa-en-arriendo/10575026>"
"El recuerdo, Bogotá","$ 1,850,000",1.0,1.0,25.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/191949051>"
"El recuerdo, Bogotá","$ 1,100,000",1.0,1.0,17.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/192007047>"
"El recuerdo, Bogotá","$ 1,100,000",1.0,1.0,17.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/191950646>"
"El recuerdo, Bogotá","$ 1,500,000",1.0,1.0,28.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/192058246>"
"El recuerdo, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/</apartaestudio-en-arriendo/191545864>"
"El recuerdo, Bogotá","$ 8,500,000",5.0,5.0,411.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</casa-en-arriendo-bogota-el-recuerdo/1894763>"
"El recuerdo, Bogotá","$ 2,600,000",2.0,2.0,62.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192045994>"
"El recuerdo, Bogotá","$ 1,900,000",1.0,1.0,30.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/10915815>"
"El recuerdo, Bogotá","$ 3,112,000",2.0,2.0,76.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191888807>"
"El recuerdo, Bogotá","$ 2,000,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/191936421>"
"El recuerdo, Bogotá","$ 2,350,000",2.0,2.0,86.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191944247>"
"El recuerdo, Bogotá","$ 14,000,000",1.0,1.0,510.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</casa-en-arriendo/191616433>"
"El recuerdo, Bogotá","$ 2,000,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/191977003>"
"El recuerdo, Bogotá","$ 3,300,000",2.0,2.0,60.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192045924>"
"El recuerdo, Bogotá","$ 1,700,000",2.0,2.0,58.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192039714>"
"El recuerdo, Bogotá","$ 1,400,000",1.0,1.0,38.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191995061>"
"El recuerdo, Bogotá","$ 2,100,000",1.0,1.0,30.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192007891>"
"El recuerdo, Bogotá","$ 1,650,000",1.0,1.0,17.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/192049666>"
"El recuerdo, Bogotá","$ 1,100,000",1.0,1.0,17.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192059073>"
"El recuerdo, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191379138>"
"El recuerdo, Bogotá","$ 4,900,000",6.0,4.0,19.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</casa-en-arriendo/11001180>"
"El recuerdo, Bogotá","$ 2,000,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/192027620>"
"El recuerdo, Bogotá","$ 2,300,000",1.0,1.0,30.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191903627>"
"El recuerdo, Bogotá","$ 6,200,000",1.0,3.0,330.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</casa-en-arriendo/191236776>"
"El recuerdo, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191549750>"
"El recuerdo, Bogotá","$ 5,500,000",4.0,4.0,270.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina2/</casa-en-arriendo/191883366>"
"El recuerdo, Bogotá","$ 460,000",4.0,2.0,9.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo/191894974>"
"El recuerdo, Bogotá","$ 1,400,000",1.0,1.0,36.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/192058089>"
"El recuerdo, Bogotá","$ 1,450,000",1.0,1.0,37.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/192058269>"
"El recuerdo, Bogotá","$ 1,500,000",1.0,1.0,17.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/192034516>"
"El recuerdo, Bogotá","$ 2,100,000",2.0,2.0,59.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/192019479>"
"El recuerdo, Bogotá","$ 1,300,000",1.0,1.0,17.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/191923153>"
"El recuerdo, Bogotá","$ 590,000",2.0,2.0,12.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo/191926789>"
"El recuerdo, Bogotá","$ 3,500,000",2.0,2.0,62.8,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/10949223>"
"El recuerdo, Bogotá","$ 1,300,000",1.0,1.0,120.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/191705379>"
"El recuerdo, Bogotá","$ 1,870,000",1.0,1.0,34.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/191855595>"
"El recuerdo, Bogotá","$ 800,000",1.0,1.0,16.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo/191929965>"
"El recuerdo, Bogotá","$ 1,300,000",1.0,1.0,20.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/191839423>"
"El recuerdo, Bogotá","$ 977,000",2.0,2.0,6.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo/192029836>"
"El recuerdo, Bogotá","$ 1,300,000",1.0,1.0,40.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/10840886>"
"El recuerdo, Bogotá","$ 700,000",1.0,1.0,12.0,Habitación en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo/191130213>"
"El recuerdo, Bogotá","$ 3,300,000",3.0,3.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/191747760>"
"El recuerdo, Bogotá","$ 1,350,000",1.0,2.0,80.0,"Apartamento en arriendo, Bogotá - El Recuerdo","https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo-bogota-el-recuerdo/7832191>"
"El recuerdo, Bogotá","$ 950,000",1.0,1.0,20.0,"Habitación en arriendo, Bogotá","https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</habitacion-en-arriendo-bogota/7807979>"
"El recuerdo, Bogotá","$ 900,000",1.0,1.0,14.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo/191220745>"
"El recuerdo, Bogotá","$ 950,000",1.0,1.0,19.0,"Apartaestudio en arriendo, Bogotá - El Recuerdo","https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartaestudio-en-arriendo-bogota-el-recuerdo/7854564>"
"El recuerdo, Bogotá","$ 1,380,000",1.0,1.0,20.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/el-recuerdo/zona-occidental/bogota/pagina3/</apartamento-en-arriendo/191519699>"
"El Recuerdo, Bogotá","$ 1,150,000",1.0,1.0,20.0,Apartaestudio,"https://www,fincaraiz,com,co/,,,/apartaestudio-en-arriendo/191557807"
"El Recuerdo, Bogotá","$ 500,000",1.0,1.0,9.0,Habitación,"https://www,fincaraiz,com,co/,,,/habitacion-en-arriendo/191627088"
"El Recuerdo, Bogotá","$ 1,100,000",1.0,1.0,25.0,Apartaestudio,"https://www,fincaraiz,com,co/,,,/apartaestudio-en-arriendo/7821430"
"El Recuerdo, Bogotá","$ 1,210,000",1.0,1.0,25.0,Apartaestudio,"https://www,fincaraiz,com,co/,,,/apartaestudio-en-arriendo/10269267"
"El Recuerdo, Bogotá","$ 2,200,000",2.0,2.0,94.0,Apartamento,"https://www,fincaraiz,com,co/,,,/apartamento-en-arriendo/191749050"
"El Recuerdo, Bogotá","$ 590,000",3.0,2.0,100.0,Habitación,"https://www,fincaraiz,com,co/,,,/habitacion-en-arriendo/191991254"
"El Recuerdo, Bogotá","$ 1,850,000",1.0,1.0,17.0,Apartaestudio,"https://www,fincaraiz,com,co/,,,/apartaestudio-en-arriendo/191281922"
"El Recuerdo, Bogotá","$ 2,200,000",4.0,2.0,120.0,Apartamento,"https://www,fincaraiz,com,co/,,,/apartamento-en-arriendo/191548686"
"El Recuerdo, Bogotá","$ 2,500,000",3.0,2.0,81.5,Apartamento,"https://www,fincaraiz,com,co/,,,/apartamento-en-arriendo/191572741"
"El Recuerdo, Bogotá","$ 1,250,000",1.0,1.0,33.0,Apartamento,"https://www,fincaraiz,com,co/,,,/apartamento-en-arriendo/10826818"
"El Recuerdo, Bogotá","$ 3,500,000",2.0,2.0,68.2,Apartamento,"https://www,fincaraiz,com,co/,,,/apartamento-en-arriendo/10949219"
"Gran america, Bogotá","$ 3,400,000",3.0,2.0,130.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/192050592>"
"Gran america, Bogotá","$ 3,330,000",2.0,2.0,66.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191852473>"
"Gran america, Bogotá","$ 4,300,000",3.0,3.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191652974>"
"Gran america, Bogotá","$ 2,878,000",3.0,3.0,100.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/192033222>"
"Gran america, Bogotá","$ 4,300,000",3.0,3.0,90.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191695593>"
"Gran america, Bogotá","$ 1,400,000",1.0,1.0,22.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/192058697>"
"Gran america, Bogotá","$ 1,760,000",1.0,1.0,32.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191827093>"
"Gran america, Bogotá","$ 1,400,000",1.0,1.0,32.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191620845>"
"Gran america, Bogotá","$ 1,900,000",1.0,1.0,30.0,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/11061448>"
"Gran america, Bogotá","$ 1,600,000",1.0,1.0,16.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/10941677>"
"Gran america, Bogotá","$ 3,825,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/191379136>"
"Gran america, Bogotá","$ 2,000,000",1.0,1.0,31.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/192014893>"
"Gran america, Bogotá","$ 5,500,000",,4.0,310.0,Casa en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</casa-en-arriendo/192039785>"
"Gran america, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/191712314>"
"Gran america, Bogotá","$ 1,600,000",1.0,1.0,16.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/10941704>"
"Gran america, Bogotá","$ 1,700,000",1.0,1.0,18.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/10943464>"
"Gran america, Bogotá","$ 1,600,000",1.0,1.0,16.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/191813656>"
"Gran america, Bogotá","$ 3,500,000",1.0,1.0,31.0,Apartaestudio en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/191545864>"
"Gran america, Bogotá","$ 1,600,000",1.0,1.0,18.0,Apartaestudio en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartaestudio-en-arriendo/10941637>"
"Gran america, Bogotá","$ 2,600,000",2.0,2.0,62.0,Apartamento en Arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/192045994>"
"Gran america, Bogotá","$ 1,900,000",1.0,1.0,30.0,Apartamento en arriendo,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/</apartamento-en-arriendo/10915815>"
"Gran america, Bogotá","$ 5,500,000",4.0,4.0,310.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</casa-en-arriendo/192039798>"
"Gran america, Bogotá","$ 1,600,000",1.0,1.0,16.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/10941724>"
"Gran america, Bogotá","$ 2,000,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/191936421>"
"Gran america, Bogotá","$ 1,800,000",1.0,1.0,20.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/10943505>"
"Gran america, Bogotá","$ 2,000,000",1.0,1.0,32.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/191977003>"
"Gran america, Bogotá","$ 1,700,000",1.0,1.0,20.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/10943447>"
"Gran america, Bogotá","$ 900,000",1.0,1.0,21.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191735328>"
"Gran america, Bogotá","$ 3,300,000",2.0,2.0,60.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/192045924>"
"Gran america, Bogotá","$ 7,000,000",,,600.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</casa-en-arriendo/191804711>"
"Gran america, Bogotá","$ 2,891,600",3.0,3.0,96.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/191673968>"
"Gran america, Bogotá","$ 1,700,000",1.0,1.0,18.0,Apartaestudio,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartaestudio-en-arriendo/10943475>"
"Gran america, Bogotá","$ 5,500,000",9.0,12.0,200.0,Apartamento,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</apartamento-en-arriendo/11062601>"
"Gran america, Bogotá","$ 5,300,000",4.0,4.0,400.0,Casa,"https://www,fincaraiz,com,co/arriendo/casas-y-apartamentos-y-apartaestudios-y-habitaciones/gran-america/zona-occidental/bogota/pagina2/</casa-en-arriendo/191891853>"
